School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1,Data As Of,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,M,5,COVID VENTILATION,159264,CIP,M136,6 EDGECOMBE AVENUE,Manhattan,11225,MANHATTAN,40.817372,-73.947712,110,9,1059460,1019600001,22102,MN1002,"(40.817372, -73.947712)",23-May,12427,18,4,36,20
ALFRED E. SMITH HS - X,X,7,IPDVS CAMERA INSTALLATION,568596,CIP,X600,333 EAST 151 STREET,Bronx,11225,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,"(40.818232, -73.919867)",23-May,10929,49,5,43,23
P.S. 279 - BROOKLYN,K,18,BACKFLOW PREVENTION DEVICES,750000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11225,BROOKLYN,40.644203,-73.892264,318,46,3326733,3082300001,986,BK1803,"(40.644203, -73.892264)",23-May,13827,5,2,8,42
P.S. 184 - BROOKLYN,K,23,ELECTRICAL WORK FOR A/C INITIATIVE,14432,CIP,K184,273 NEWPORT STREET,Brooklyn,11225,BROOKLYN,40.659966,-73.904901,316,41,3082391,3036060001,918,BK1602,"(40.659966, -73.904901)",23-May,17614,55,2,25,46
H.S. @ 165-18 HILLSIDE AVENUE - QUEENS,Q,78,Demo,3185000,CAP,Q497,165-15 88 AVENUE,Queens,11432,QUEENS,40.708691,-73.796674,412,24,4000000,4098160039,460,QN1201,"(40.708691, -73.796674)",23-May,24340,41,3,6,61
COY L. COX SCHOOL,K,15,WINDOWS,3778000,CIP,K369,383 STATE STREET,Brooklyn,11225,BROOKLYN,40.687257,-73.983579,302,33,3000567,3001720055,41,BK0202,"(40.687257, -73.983579)",23-May,17619,68,2,38,54
P.S. 102 - QUEENS,Q,24,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,36440,CIP,Q102,55-24 VAN HORN STREET,Queens,11225,QUEENS,40.733514,-73.877857,404,30,4437597,4028790031,479,QN0401,"(40.733514, -73.877857)",23-May,14784,66,3,5,68
P.S. 196 - QUEENS,Q,28,Addition,34522000,CAP,Q196,71-25 113 STREET,Queens,11375,QUEENS,40.722782,-73.837946,406,29,4052713,4022480100,75702,QN0602,"(40.722782, -73.837946)",23-May,14786,40,3,28,70
I.S. 45 - BRONX,X,10,FY20 RESO A AUDITORIUM UPGRADE,294500,CIP,X045,2502 LORILLARD PLACE,Bronx,11225,BRONX,40.858692,-73.887214,206,15,2011937,2030670001,387,BX0603,"(40.858692, -73.887214)",23-May,10936,35,5,22,31
P.S. 69 - BRONX,X,8,EXTERIOR MASONRY / WINDOWS,5974000,CIP,X069,560 THIERIOT AVENUE,Bronx,11225,BRONX,40.816693,-73.860904,209,18,2021482,2035240020,16,BX0902,"(40.816693, -73.860904)",23-May,11611,58,5,31,26
P.S. 123 - MANHATTAN,M,5,RPZ BACKFLOW PREVENTION DEVICES,674101,CIP,M123,301 WEST 140 STREET,Manhattan,11225,MANHATTAN,40.819767,-73.944433,110,9,1060726,1020420035,22102,MN1002,"(40.819767, -73.944433)",23-May,12427,18,4,36,20
HS OF COMPUTERS & TECHNOLOGY - X,X,11,ATHLETIC FIELD / FIELD HOUSE,17463000,CIP,X426,774 EAST GUN HILL ROAD,Bronx,11225,BRONX,40.876341,-73.863195,212,12,2057040,2046320050,372,BX1201,"(40.876341, -73.863195)",23-May,11605,29,5,2,30
P.S. 37 - QUEENS,Q,29,ELEVATOR / EXTERIOR MASONRY / FIRE ALARM / FLOOD ELIMINATION / PARAPETS,14990000,CIP,Q037,179-37 137 AVENUE,Queens,11225,QUEENS,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205,"(40.67588, -73.758505)",23-May,15313,41,3,6,71
P.S. 139 - QUEENS,Q,28,FY16 RESO A SUPPLEMENTAL COOLING,727777,CIP,Q139,93-06 63 DRIVE,Queens,11225,QUEENS,40.72814,-73.863582,406,30,4072457,4030950050,693,QN0601,"(40.72814, -73.863582)",23-May,14785,40,3,28,70
P.S. 152 - MANHATTAN,M,6,NYS AUDITORIUM UPGRADE,1457880,CIP,M152,93 NAGLE AVENUE,Manhattan,11225,MANHATTAN,40.860412,-73.927936,112,10,1064149,1021730001,283,MN1202,"(40.860412, -73.927936)",23-May,13098,47,4,39,22
P.S. 197 - MANHATTAN,M,5,ELECTRICAL WORK FOR A/C INITIATIVE,17108.35,CIP,M197,2230 5TH AVENUE,Manhattan,11225,MANHATTAN,40.813184,-73.937322,110,9,1076433,1017330017,212,MN1002,"(40.813184, -73.937322)",23-May,13095,18,4,36,20
HS FOR HEALTH CAREER & SCIENCE - M,M,6,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,37627000,CIP,M465,549 AUDUBON AVENUE,Manhattan,11225,MANHATTAN,40.855855,-73.92712,112,10,1076751,1021600018,277,MN1202,"(40.855855, -73.92712)",23-May,13098,47,4,39,22
H.S. 745 - BROOKLYN,K,17,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,38279000,CIP,K470,600 KINGSTON AVENUE,Brooklyn,11225,BROOKLYN,40.658893,-73.942458,309,40,3107227,3048110001,810,BK0902,"(40.658893, -73.942458)",23-May,16866,17,2,11,44
P.S. 26 - QUEENS,Q,26,Addition,58108744,CAP,Q026,195-02 69 AVENUE,Queens,11365,QUEENS,40.736922,-73.77799,408,23,4153296,4071170421,134702,QN0803,"(40.736922, -73.77799)",23-May,14507,25,3,16,65
P.S. 112 - QUEENS,Q,30,FY17 RESO A PLAYGROUND REDEVELOPMENT,1067000,CIP,Q112,25-05 37 AVENUE,Queens,11225,QUEENS,40.756891,-73.934523,401,26,4004170,4003440001,3302,QN0105,"(40.756891, -73.934523)",23-May,16863,39,3,33,72
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,LSP PATH OF TRAVEL RESO A GYMNASIUM,111494.69,CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,11225,QUEENS,40.771755,-73.780296,411,19,4134578,4060440001,1097,QN1102,"(40.771755, -73.780296)",23-May,14196,26,3,20,69
P.S. 131 - BROOKLYN,K,15,FLOOD ELIMINATION / PARAPETS / ROOFS / WATER PENETRATION THROUGH EXTERIOR,12900000,CIP,K131,4305 FORT HAMILTON PARKWAY,Brooklyn,11225,BROOKLYN,40.641157,-73.993482,312,44,3136085,3056030001,224,BK1202,"(40.641157, -73.993482)",23-May,17621,2,2,27,39
I.S. 192 - QUEENS,Q,29,IPDVS CAMERA INSTALLATION,319000,CIP,Q192,109-89 204 STREET,Queens,11225,QUEENS,40.70646,-73.753579,412,27,4234318,4109440301,508,QN1206,"(40.70646, -73.753579)",23-May,15312,41,3,6,71
IT TAKES A VILLAGE ACADEMY - K,K,18,LSP FLOOR REPLACEMENT,660066.01,CIP,K415,5800 TILDEN AVENUE,Brooklyn,11225,BROOKLYN,40.648657,-73.922171,317,45,3104598,3047420001,936,BK1703,"(40.648657, -73.922171)",23-May,16866,61,2,26,40
J.H.S. 216 - QUEENS,Q,26,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,17200000,CIP,Q216,64-20 175 STREET,Queens,11225,QUEENS,40.737517,-73.794031,408,24,4149078,4069030001,1341,QN0803,"(40.737517, -73.794031)",23-May,14507,25,3,24,65
P.S. 87 - QUEENS,Q,24,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,1300000,CIP,Q087,67-54 80 STREET,Queens,11225,QUEENS,40.711815,-73.871238,405,30,4091737,4037820027,621,QN0504,"(40.711815, -73.871238)",23-May,15309,54,3,34,62
R000 - STATEN ISLAND,R,31,STRUCTURAL DEFECTS,714000,CIP,R840,15 FAIRFIELD STREET,Staten Island,11225,STATEN IS,40.56397,-74.150885,503,51,5061911,5045860001,14605,SI0302,"(40.56397, -74.150885)",23-May,10695,15,1,9,76
P.S. 24 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE,5020.17,CIP,X024,660 WEST 236 STREET,Bronx,11225,BRONX,40.887111,-73.913697,208,11,2085869,2059170140,309,BX0803,"(40.887111, -73.913697)",23-May,11272,48,5,40,33
P.S. 91 - BRONX,X,10,FY18 RESO A GYMNASIUM UPGRADE,67490,CIP,X091,2170 AQUEDUCT AVENUE,Bronx,11225,BRONX,40.857689,-73.908349,205,14,2094683,2032070040,251,BX0501,"(40.857689, -73.908349)",23-May,10931,6,5,29,29
P.S. 11 - MANHATTAN,M,2,FY21 RESO A ROOM CONVERSION,419000,CIP,M011,320 WEST 21 STREET,Manhattan,11225,MANHATTAN,40.744349,-74.000253,104,3,1013260,1007440024,89,MN0401,"(40.744349, -74.000253)",23-May,12074,12,4,10,6
I.S. 113 - BROOKLYN,K,13,EXTERIOR MASONRY / PARAPETS / PAVED AREAS CONCRETE / ROOFS / WINDOWS,18501312,CIP,K113,300 ADELPHI STREET,Brooklyn,11225,BROOKLYN,40.688811,-73.971009,302,35,3059051,3021030004,181,BK0203,"(40.688811, -73.971009)",23-May,17212,68,2,48,55
P.S. 15 - BROOKLYN,K,15,EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / ROOFS / WINDOWS,17924068.17,CIP,K015,71 SULLIVAN STREET,Brooklyn,11225,BROOKLYN,40.677343,-74.011558,306,38,3008585,3005660001,5301,BK0601,"(40.677343, -74.011558)",23-May,13514,14,2,7,48
I.S. 117 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7414000,CIP,X117,1865 MORRIS AVENUE,Bronx,11225,BRONX,40.848547,-73.908416,205,14,2007902,2028270001,23301,BX0502,"(40.848547, -73.908416)",23-May,10931,6,5,29,29
P.S. 111 - QUEENS,Q,30,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,7508060,CIP,Q111,37-15 13 STREET,Queens,11225,QUEENS,40.758831,-73.93938,401,26,4004419,4003630001,43,QN0105,"(40.758831, -73.93938)",23-May,16858,39,3,33,72
P.S. 154 - BRONX,X,7,FIRE ALARM REPLACEMENT / FULL PROGRAM ACCESSIBILITY,8944000,CIP,X154,333 EAST 135 STREET,Bronx,11225,BRONX,40.808039,-73.926219,201,8,2097030,2022980001,23,BX0101,"(40.808039, -73.926219)",23-May,10932,49,5,35,23
HS FOR ENVIRONMENTAL STUDIES - M,M,2,ROOF,2525000,CIP,M834,444 WEST 56 STREET,Manhattan,11225,MANHATTAN,40.767791,-73.987531,104,6,1026841,1010650001,139,MN0402,"(40.767791, -73.987531)",23-May,12081,12,4,10,10
P.S. 195/196 - BRONX,X,12,Addition,61823735,CAP,X077,1250 WARD AVENUE,Bronx,10472,BRONX,40.830499,-73.877704,209,17,2000000,2037750025,54,BX0901,"(40.830499, -73.877704)",23-May,11610,58,5,31,26
PRE-K CENTER @ 98-22 55 AVENUE - QUEENS,Q,24,Lease,0,CAP,Q437,98-22 55 AVENUE,Queens,11368,QUEENS,40.739192,-73.862261,404,21,4437298,4019070023,44302,QN0402,"(40.739192, -73.862261)",23-May,14510,66,3,21,68
THE JOAN SNOW PRE-K CENTER,K,22,COVID VENTILATION,287500,CIP,K063,1340 EAST 29 STREET,Brooklyn,11225,BROOKLYN,40.61845,-73.94633,314,45,3337357,3076640041,756,BK1403,"(40.61845, -73.94633)",23-May,17217,60,2,26,43
P.S. 205 - QUEENS,Q,26,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS,15560000,CIP,Q205,75-25 BELL BOULEVARD,Queens,11225,QUEENS,40.737678,-73.756791,411,23,4164007,4077530001,129103,QN1104,"(40.737678, -73.756791)",23-May,14506,26,3,16,69
JOHN BOWNE HS - QUEENS,Q,25,IDA GYM FLOOR REPLACEMENT,850211,CIP,Q425,63-25 MAIN STREET,Queens,11225,QUEENS,40.738139,-73.824944,408,24,4439900,4065070001,809,QN0801,"(40.738139, -73.824944)",23-May,14509,25,3,24,65
PORT RICHMOND HS - R,R,31,LSP REPLACE BOILER,61800,CIP,R446,39 INNIS STREET,Staten Island,11225,STATEN IS,40.633704,-74.142364,501,49,5026076,5011210001,213,SI0106,"(40.633704, -74.142364)",23-May,10370,4,1,13,75
THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE - K,K,32,EXTERIOR MASONRY / PARAPETS / ROOFS,20195000,CIP,K480,400 IRVING AVENUE,Brooklyn,11225,BROOKLYN,40.697185,-73.91117,304,37,3076908,3033650098,435,BK0402,"(40.697185, -73.91117)",23-May,18181,42,2,37,53
P.S. 24 - QUEENS,Q,25,Addition,82451000,CAP,Q024,45-57 UNION STREET,Queens,11355,QUEENS,40.75207,-73.818789,407,20,4607475,4052010021,1205,QN0705,"(40.75207, -73.818789)",23-May,14190,22,3,3,67
P.S. 186 - BROOKLYN,K,20,COVID VENTILATION,701441,CIP,K186,7601 19 AVENUE,Brooklyn,11225,BROOKLYN,40.611483,-73.994677,311,43,3160923,3062390001,274,BK1101,"(40.611483, -73.994677)",23-May,17616,1,2,45,37
P.S. 33 - QUEENS,Q,29,FY19 RESO A GYMNASIUM UPGRADE,82488,CIP,Q033,91-37 222 STREET,Queens,11225,QUEENS,40.727134,-73.735077,413,23,4230589,4107560001,560,QN1303,"(40.727134, -73.735077)",23-May,24337,63,3,16,63
I.S. 129 - BRONX,X,12,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,9220000,CIP,X129,2055 MAPES AVENUE,Bronx,11225,BRONX,40.845878,-73.886184,206,15,2012957,2031090001,371,BX0602,"(40.845878, -73.886184)",23-May,11269,35,5,22,31
QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,Q,28,FY16 RESO A GREEN ROOF,389000,CIP,Q686,91-30 METROPOLITAN AVENUE,Queens,11225,QUEENS,40.711367,-73.856698,406,29,4447233,4038860800,645,QN0602,"(40.711367, -73.856698)",23-May,14786,40,3,28,70
Q075 SPED - QUEENS,Q,24,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,8727500,CIP,Q075,16-66 HANCOCK STREET,Queens,11225,QUEENS,40.698476,-73.905556,405,34,4085584,4035490044,553,QN0502,"(40.698476, -73.905556)",23-May,15310,54,3,30,62
P.S. 128 - MANHATTAN,M,6,EXTERIOR MASONRY,675000,CIP,M128,560 WEST 169 STREET,Manhattan,11225,MANHATTAN,40.841359,-73.938593,112,10,1062994,1021250001,251,MN1201,"(40.841359, -73.938593)",23-May,13090,47,4,39,21
P.S. 131 - QUEENS,Q,29,Addition,46468000,CAP,Q131,170-21 84TH AVENUE,Queens,11432,QUEENS,40.716609,-73.794666,408,24,4211112,4098750001,456,QN0805,"(40.716609, -73.794666)",23-May,24340,25,3,24,65
P.S. @ 140 BEACH 112 STREET - QUEENS,Q,27,Lease,18731977,CAP,Q593,140 BEACH 112 STREET,Queens,11694,QUEENS,40.57978,-73.833131,414,32,4303856,4161840001,938,QN1403,"(40.57978, -73.833131)",23-May,20532,51,3,41,58
P.S. 321 - BROOKLYN,K,15,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,12282700,CIP,K321,180 7TH AVENUE,Brooklyn,11225,BROOKLYN,40.67146,-73.977783,306,39,3337516,3009710028,155,BK0602,"(40.67146, -73.977783)",23-May,17617,14,2,27,50
P.S. 98 - MANHATTAN,M,6,EXTERIOR MASONRY / FLOOD ELIMINATION / FY18 RESO A PLAYGROUNDS / PARAPETS / ROOFS,11639500,CIP,M098,512 WEST 212 STREET,Manhattan,11225,MANHATTAN,40.867826,-73.917059,112,10,1064871,1022290012,303,MN1203,"(40.867826, -73.917059)",23-May,13092,47,4,39,22
P.S. 132 - QUEENS,Q,29,FY18 RESO A KITCHEN AREAS,3151000,CIP,Q132,132-15 218 STREET,Queens,11225,QUEENS,40.682114,-73.74992,413,31,4278380,4129270028,626,QN1305,"(40.682114, -73.74992)",23-May,15313,63,3,47,63
P.S. 62 - QUEENS,Q,27,LSP DOMESTIC WATER HEATER REPLACEMENT,148607.82,CIP,Q062,97-25 108 STREET,Queens,11225,QUEENS,40.688577,-73.836162,409,29,4197909,4094100001,110,QN0903,"(40.688577, -73.836162)",23-May,24015,46,3,46,60
SCHOOL FOR TOURISM AND HOSPITALITY - BRONX,X,8,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,3934000,CIP,X650,900 TINTON AVENUE,Bronx,11225,BRONX,40.821675,-73.903546,203,17,2004807,2026680001,133,BX0301,"(40.821675, -73.903546)",23-May,10934,34,5,43,25
P.S. 46 - BRONX,X,10,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,10974000,CIP,X046,2760 BRIGGS AVENUE,Bronx,11225,BRONX,40.867623,-73.890518,207,15,2127331,2032950001,40501,BX0702,"(40.867623, -73.890518)",23-May,10936,24,5,22,34
I.S. 285 - BROOKLYN,K,18,NYS AUDITORIUM UPGRADE,1124700,CIP,K285,5905 BEVERLY ROAD,Brooklyn,11225,BROOKLYN,40.646877,-73.921006,317,45,3104599,3047440001,936,BK1703,"(40.646877, -73.921006)",23-May,16866,61,2,26,40
I.S. 2 - BROOKLYN,K,17,CLIMATE CONTROL / CONDENSING UNITS DX COILS REPLACEMENT / EXTERIOR MASONRY / LOW-VOLTAGE ELECTRICAL SYSTEM / PARAPETS / ROOFS / VENTILATION,12555000,CIP,K002,655 PARKSIDE AVENUE,Brooklyn,11225,BROOKLYN,40.656183,-73.951583,309,40,3378201,3050500051,802,BK0902,"(40.656183, -73.951583)",23-May,13509,17,2,11,44
P.S. 155 - BROOKLYN,K,23,CRACKED MASONRY / DOMESTIC PIPING / ELECTRICAL SYSTEMS / HEATING PLANT UPGRADE / ROOF LEAKS / WATER INFILTRATION / WINDOWS,20470000,CIP,K155,1355 HERKIMER STREET,Brooklyn,11225,BROOKLYN,40.677415,-73.908734,316,37,3042263,3015520043,369,BK1601,"(40.677415, -73.908734)",23-May,13516,55,2,37,46
P.S. 140 - MANHATTAN,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,M140,123 RIDGE STREET,Manhattan,11225,MANHATTAN,40.71925,-73.983056,103,1,1004091,1003440001,2201,MN0302,"(40.71925, -73.983056)",23-May,11723,70,4,32,4
DEWITT CLINTON HS - X,X,10,FY20 RESO A AUDITORIUM UPGRADE,184000,CIP,X440,100 WEST MOSHOLU PARKWAY SOUTH,Bronx,11225,BRONX,40.882178,-73.88691,207,11,2095215,2032510201,409,BX0702,"(40.882178, -73.88691)",23-May,11606,24,5,40,34
P.S. 155 - QUEENS,Q,27,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,9498000,CIP,Q155,130-02 115 AVENUE,Queens,11225,QUEENS,40.67956,-73.8106,410,28,4252357,4116730001,176,QN1001,"(40.67956, -73.8106)",23-May,24016,62,3,46,64
I.S. 119 - QUEENS,Q,24,LSP REPLACEMENT OF GAS FIRED WATER HEATER,89300,CIP,Q119,74-01 78 AVENUE,Queens,11225,QUEENS,40.704406,-73.875183,405,32,4092660,4038120020,63301,QN0503,"(40.704406, -73.875183)",23-May,15310,54,3,34,62
M094 SPED - MANHATTAN,M,2,FY20 RESO A PLAYGROUND UPGRADE,60000,CIP,M340,590 SIXTH AVENUE,Manhattan,11225,MANHATTAN,40.739178,-73.9955,105,3,1068261,1008187501,54,MN0501,"(40.739178, -73.9955)",23-May,12074,11,4,10,7
P.S. 173 - MANHATTAN,M,6,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PAVED AREAS- CONCRETE / ROOFS,9926550,CIP,M173,306 FORT WASHINGTON AVENUE,Manhattan,11225,MANHATTAN,40.845469,-73.940468,112,10,1063503,1021420154,263,MN1201,"(40.845469, -73.940468)",23-May,13090,47,4,39,21
JOHN DEWEY HS - BROOKLYN,K,21,FY19 RESO A AUDITORIUM UPGRADE,8888000,CIP,K540,50 AVENUE X,Brooklyn,11225,BROOKLYN,40.589268,-73.981738,313,47,3194998,3071850020,308,BK1301,"(40.589268, -73.981738)",23-May,18183,21,2,45,35
P.S. 166 - QUEENS,Q,30,LSP- DOMESTIC WATER HEATER,148607.82,CIP,Q166,33-09 35 AVENUE,Queens,11225,QUEENS,40.757309,-73.926733,401,26,4008220,4006100001,57,QN0103,"(40.757309, -73.926733)",23-May,16863,39,3,33,72
BERGTRAUM HS - MANHATTAN,M,2,AUDITORIUM CEILING REPLACEMENT / VENTILATION @ M520,7119000,CIP,M520,411 PEARL STREET,Manhattan,11225,MANHATTAN,40.711442,-74.000851,101,1,1001388,1001130100,2901,MN0102,"(40.711442, -74.000851)",23-May,13096,56,4,32,2
P.S. 214 - BRONX,X,12,PARAPETS,747900,CIP,X167,1970 WEST FARMS ROAD,Bronx,11225,BRONX,40.839565,-73.880358,206,15,2094603,2030210038,60,BX0601,"(40.839565, -73.880358)",23-May,11269,35,5,43,31
P.S. 2 - MANHATTAN,M,2,EXTERIOR MASONRY / PARAPETS / ROOFS / SECURITY LIGHTING / WINDOWS,13562000,CIP,M002,122 HENRY STREET,Manhattan,11225,MANHATTAN,40.713273,-73.991339,103,1,1003248,1002730001,6,MN0301,"(40.713273, -73.991339)",23-May,11723,70,4,32,4
NYC SCHOOL CONSTRUCTION AUTHORITY - QUEENS,Q,24,3RD FLOOR PANTRY AND OFFICE BUILD OUT,261158,CIP,Q998,30-30 THOMSON AVENUE,Queens,11225,QUEENS,40.745042,-73.936191,402,26,4003533,4002770001,17902,QN0202,"(40.745042, -73.936191)",23-May,16858,53,3,33,66
P.S. 207 - BROOKLYN,K,22,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,15800000,CIP,K207,4011 FILLMORE AVENUE,Brooklyn,11225,BROOKLYN,40.613353,-73.930129,318,46,3239388,3084840001,652,BK1802,"(40.613353, -73.930129)",23-May,13825,5,2,8,38
P.S. 117 - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,84450,CIP,Q117,85-15 143RD STREET,Queens,11225,QUEENS,40.709463,-73.813376,408,24,4208040,4097230150,232,QN0805,"(40.709463, -73.813376)",23-May,24670,25,3,24,65
P.S. 119 - BROOKLYN,K,22,EXTERIOR MASONRY / PARAPETS / ROOFS,2570000,CIP,K119,3829 AVENUE K,Brooklyn,11225,BROOKLYN,40.625662,-73.938265,318,45,3215816,3077860001,734,BK1801,"(40.625662, -73.938265)",23-May,17217,5,2,26,38
P.S./I.S. 208 - QUEENS,Q,26,COVID VENTILATION,772721,CIP,Q208,74-30 COMMONWEALTH BOULEVARD,Queens,11225,QUEENS,40.745948,-73.727456,413,23,4529898,4078700070,1567,QN1302,"(40.745948, -73.727456)",23-May,24335,63,3,16,63
BRONX LAB SCHOOL - BRONX,X,11,INTERIOR SPACES,140000,CIP,X425,800 EAST GUN HILL ROAD,Bronx,11225,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)",23-May,11605,29,5,2,30
P.S. 195 - BROOKLYN,K,22,EXTERIOR MASONRY,1914688,CIP,K195,131 IRWIN STREET,Brooklyn,11225,BROOKLYN,40.579451,-73.943819,315,48,3246519,3087520035,620,BK1503,"(40.579451, -73.943819)",23-May,13826,32,2,15,36
P.S. 58 - BROOKLYN,K,15,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,842111,CIP,K058,330 SMITH STREET,Brooklyn,11225,BROOKLYN,40.680415,-73.994754,306,39,3000000,3004490015,77,BK0601,"(40.680415, -73.994754)",23-May,13514,14,2,27,48
P.S. 85 ANNEX - QUEENS,Q,30,New,56350000,CAP,Q489,23-35 29 STREET,Queens,11105,QUEENS,40.774348,-73.91471,401,22,,,115,QN0101,"(40.774348, -73.91471)",23-May,16862,39,3,4,72
SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,10495.01,CIP,M646,321 EAST 96 STREET,Manhattan,11225,MANHATTAN,40.783638,-73.945626,111,8,1083927,1016680001,15602,MN1101,"(40.783638, -73.945626)",23-May,10099,7,4,35,14
I.S. 93 - QUEENS,Q,24,ACCESSIBILITY / EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,19726000,CIP,Q093,66-56 FOREST AVENUE,Queens,11225,QUEENS,40.706041,-73.902584,405,30,4083511,4034900001,589,QN0502,"(40.706041, -73.902584)",23-May,15310,54,3,34,62
I.S. 340 - BROOKLYN,K,13,LEAD SERVICE LINE,101344,CIP,K874,227 STERLING PLACE,Brooklyn,11225,BROOKLYN,40.676094,-73.97038,308,35,3029060,3011640057,163,BK0801,"(40.676094, -73.97038)",23-May,13829,16,2,48,50
P.S. 119 - BRONX,X,8,FLOOD ELIMINATION / PARAPETS,534975,CIP,X119,1075 PUGSLEY AVENUE,Bronx,11225,BRONX,40.828518,-73.856569,209,18,2025696,2037890021,4001,BX0903,"(40.828518, -73.856569)",23-May,11610,58,5,31,26
P.S. 88 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,879000,CIP,X088,1340 SHERIDAN AVENUE,Bronx,11225,BRONX,40.837275,-73.913574,204,16,2094533,2028300017,17902,BX0403,"(40.837275, -73.913574)",23-May,10934,50,5,42,27
I.S. 839 - MANHATTAN,M,1,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,10550000,CIP,M064,600 EAST 6 STREET,Manhattan,11225,MANHATTAN,40.724435,-73.981521,103,2,1004627,1003870001,2601,MN0303,"(40.724435, -73.981521)",23-May,11729,70,4,50,5
P.S. 748 - BROOKLYN,K,20,PATH OF TRAVEL PLANYC PLAYGROUND REDEVELOPMENT / PLANYC PLAYGROUND REDEVELOPMENT,1892421,CIP,K163,1664 BENSON AVENUE,Brooklyn,11225,BROOKLYN,40.607234,-74.007199,311,47,3167623,3063990026,180,BK1102,"(40.607234, -74.007199)",23-May,17616,1,2,44,37
P.S. 144 - QUEENS,Q,28,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,9744000,CIP,Q144,69-20 JUNO STREET,Queens,11225,QUEENS,40.715281,-73.852412,406,29,4614902,4032120001,729,QN0602,"(40.715281, -73.852412)",23-May,14786,40,3,28,70
I.S. 59 - QUEENS,Q,29,FY20 RESO A LIBRARY UPGRADE,593100,CIP,Q059,132-55 RIDGEDALE STREET,Queens,11225,QUEENS,40.68173,-73.753429,412,27,4274083,4127230076,352,QN1205,"(40.68173, -73.753429)",23-May,15313,41,3,6,71
P.S. 169 - BROOKLYN,K,15,FY19 RESO A AUDITORIUM UPGRADE,396000,CIP,K169,4305 7 AVENUE,Brooklyn,11225,BROOKLYN,40.64629,-74.001903,307,38,3011002,3007320001,9201,BK0703,"(40.64629, -74.001903)",23-May,13515,9,2,7,45
P.S. 94 - BROOKLYN,K,15,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,8948571,CIP,K094,5010 6TH AVENUE,Brooklyn,11225,BROOKLYN,40.64366,-74.008252,307,38,3332126,3007920026,98,BK0703,"(40.64366, -74.008252)",23-May,18180,9,2,7,45
P.S. 6 - STATEN ISLAND,R,31,EXTERIOR MASONRY,2455056,CIP,R006,555 PAGE AVENUE,Staten Island,11225,STATEN IS,40.510735,-74.231109,503,51,5131697,5077600001,24401,SI0305,"(40.510735, -74.231109)",23-May,10696,15,1,9,77
